Date,Category,Monetization,Asset_Count,Avg_Value,Total_Value
2025-02-03,Health & Wellness,Staking,6,40.09,240.54
2025-02-03,Health & Wellness,Licensing,7,109.23,764.61
2025-02-03,Health & Wellness,Subscriptions,8,45.99,367.92
2025-02-03,Finance & Business,Advertising,6,49.52,297.12
2025-02-03,Finance & Business,Staking,6,101.52,609.12
2025-02-03,Finance & Business,Licensing,7,92.91,650.37
2025-02-03,Finance & Business,Subscriptions,7,90.78,635.46
2025-02-03,Lifestyle,Advertising,6,43.22,259.32
2025-02-03,Lifestyle,Staking,8,79.66,637.28
2025-02-03,Lifestyle,Licensing,9,22.93,206.37
2025-02-03,Lifestyle,Subscriptions,9,101.79,916.11
2025-02-03,Technology,Advertising,8,50.56,404.48
2025-02-03,Technology,Staking,7,46.23,323.61
2025-02-03,Technology,Licensing,6,34.71,208.26
2025-02-03,Technology,Subscriptions,7,23.67,165.69
2025-02-03,Politics & News,Advertising,7,27.92,195.44
2025-02-03,Politics & News,Staking,8,97.55,780.4
2025-02-03,Politics & News,Licensing,7,38.05,266.35
2025-02-03,Politics & News,Subscriptions,8,35.97,287.76
2025-02-04,Publishing,Advertising,8,110.46,883.68
2025-02-04,Publishing,Staking,7,87.26,610.82
2025-02-04,Publishing,Licensing,6,74.7,448.2
2025-02-04,Publishing,Subscriptions,8,55.71,445.68
2025-02-04,Media & Entertainment,Advertising,7,50.01,350.07
2025-02-04,Media & Entertainment,Staking,7,98.65,690.55
2025-02-04,Media & Entertainment,Licensing,8,83.03,664.24
2025-02-04,Media & Entertainment,Subscriptions,6,40.86,245.16
2025-02-04,Knowledge & Utilities,Advertising,6,48.52,291.12
2025-02-04,Knowledge & Utilities,Staking,6,48.44,290.64
2025-02-04,Knowledge & Utilities,Licensing,8,102.97,823.76
2025-02-04,Knowledge & Utilities,Subscriptions,6,107.26,643.56
2025-02-04,Gaming,Advertising,6,55.24,331.44
2025-02-04,Gaming,Staking,8,96.14,769.12
2025-02-04,Gaming,Licensing,9,109.52,985.68
2025-02-04,Gaming,Subscriptions,7,107.11,749.77
2025-02-04,Education,Advertising,8,66.32,530.56
2025-02-04,Education,Staking,9,23.51,211.59
2025-02-04,Education,Licensing,9,77.63,698.67
2025-02-04,Education,Subscriptions,6,78.29,469.74
2025-02-04,Health & Wellness,Advertising,8,36.52,292.16
2025-02-04,Health & Wellness,Staking,9,36.83,331.47
2025-02-04,Health & Wellness,Licensing,7,106.61,746.27
2025-02-04,Health & Wellness,Subscriptions,7,110.89,776.23
2025-02-04,Finance & Business,Advertising,9,43.95,395.55
2025-02-04,Finance & Business,Staking,6,69.43,416.58
2025-02-04,Finance & Business,Licensing,8,94.47,755.76
2025-02-04,Finance & Business,Subscriptions,9,68.41,615.69
2025-02-04,Lifestyle,Advertising,7,44.14,308.98
2025-02-04,Lifestyle,Staking,8,57.74,461.92
2025-02-04,Lifestyle,Licensing,7,71.81,502.67
2025-02-04,Lifestyle,Subscriptions,9,61.4,552.6
2025-02-04,Technology,Advertising,7,60.83,425.81
2025-02-04,Technology,Staking,9,77.77,699.93
2025-02-04,Technology,Licensing,6,46.54,279.24
2025-02-04,Technology,Subscriptions,8,52.79,422.32
2025-02-04,Politics & News,Advertising,9,100.65,905.85
2025-02-04,Politics & News,Staking,7,37.87,265.09
2025-02-04,Politics & News,Licensing,7,67.78,474.46
2025-02-04,Politics & News,Subscriptions,6,72.45,434.7
2025-02-05,Publishing,Advertising,6,47.52,285.12
2025-02-05,Publishing,Staking,8,31.7,253.6
2025-02-05,Publishing,Licensing,7,67.93,475.51
2025-02-05,Publishing,Subscriptions,8,50.8,406.4
2025-02-05,Media & Entertainment,Advertising,8,109.95,879.6
2025-02-05,Media & Entertainment,Staking,6,26.41,158.46
2025-02-05,Media & Entertainment,Licensing,8,34.03,272.24
2025-02-05,Media & Entertainment,Subscriptions,8,40.84,326.72
2025-02-05,Knowledge & Utilities,Advertising,8,88.5,708.0
2025-02-05,Knowledge & Utilities,Staking,6,88.97,533.82
2025-02-05,Knowledge & Utilities,Licensing,8,51.49,411.92
2025-02-05,Knowledge & Utilities,Subscriptions,6,80.83,484.98
2025-02-05,Gaming,Advertising,9,109.1,981.9
2025-02-05,Gaming,Staking,8,40.12,320.96
2025-02-05,Gaming,Licensing,7,67.26,470.82
2025-02-05,Gaming,Subscriptions,6,96.62,579.72
2025-02-05,Education,Advertising,8,29.38,235.04
2025-02-05,Education,Staking,8,93.78,750.24
2025-02-05,Education,Licensing,8,83.93,671.44
2025-02-05,Education,Subscriptions,6,46.49,278.94
2025-02-05,Health & Wellness,Advertising,6,64.65,387.9
2025-02-05,Health & Wellness,Staking,7,91.13,637.91
2025-02-05,Health & Wellness,Licensing,8,81.72,653.76
2025-02-05,Health & Wellness,Subscriptions,9,80.47,724.23
2025-02-05,Finance & Business,Advertising,6,60.47,362.82
2025-02-05,Finance & Business,Staking,7,31.21,218.47
2025-02-05,Finance & Business,Licensing,8,45.34,362.72
2025-02-05,Finance & Business,Subscriptions,9,45.83,412.47
2025-02-05,Lifestyle,Advertising,9,39.95,359.55
2025-02-05,Lifestyle,Staking,7,46.27,323.89
2025-02-05,Lifestyle,Licensing,6,45.72,274.32
2025-02-05,Lifestyle,Subscriptions,7,94.28,659.96
2025-02-05,Technology,Advertising,8,71.09,568.72
2025-02-05,Technology,Staking,9,39.24,353.16
2025-02-05,Technology,Licensing,8,36.95,295.6
2025-02-05,Technology,Subscriptions,9,109.58,986.22
2025-02-05,Politics & News,Advertising,8,53.76,430.08
2025-02-05,Politics & News,Staking,7,36.91,258.37
2025-02-05,Politics & News,Licensing,7,33.02,231.14
2025-02-05,Politics & News,Subscriptions,8,102.16,817.28
2025-02-06,Publishing,Advertising,8,93.29,746.32
2025-02-06,Publishing,Staking,9,64.4,579.6
2025-02-06,Publishing,Licensing,9,75.04,675.36
2025-02-06,Publishing,Subscriptions,9,110.87,997.83
2025-02-06,Media & Entertainment,Advertising,9,58.11,522.99
2025-02-06,Media & Entertainment,Staking,8,26.66,213.28
2025-02-06,Media & Entertainment,Licensing,7,67.6,473.2
2025-02-06,Media & Entertainment,Subscriptions,8,59.06,472.48
2025-02-06,Knowledge & Utilities,Advertising,7,90.13,630.91
2025-02-06,Knowledge & Utilities,Staking,8,60.03,480.24
2025-02-06,Knowledge & Utilities,Licensing,8,49.58,396.64
2025-02-06,Knowledge & Utilities,Subscriptions,7,23.62,165.34
2025-02-06,Gaming,Advertising,9,63.48,571.32
2025-02-06,Gaming,Staking,8,80.55,644.4
2025-02-06,Gaming,Licensing,6,95.77,574.62
2025-02-06,Gaming,Subscriptions,8,59.69,477.52
2025-02-06,Education,Advertising,6,35.34,212.04
2025-02-06,Education,Staking,9,66.57,599.13
2025-02-06,Education,Licensing,9,82.21,739.89
2025-02-06,Education,Subscriptions,9,95.24,857.16
2025-02-06,Health & Wellness,Advertising,9,56.15,505.35
2025-02-06,Health & Wellness,Staking,9,96.8,871.2
2025-02-06,Health & Wellness,Licensing,6,71.53,429.18
2025-02-06,Health & Wellness,Subscriptions,9,31.03,279.27
2025-02-06,Finance & Business,Advertising,6,80.7,484.2
2025-02-06,Finance & Business,Staking,6,82.28,493.68
2025-02-06,Finance & Business,Licensing,9,66.41,597.69
2025-02-06,Finance & Business,Subscriptions,8,32.1,256.8
2025-02-06,Lifestyle,Advertising,8,65.49,523.92
2025-02-06,Lifestyle,Staking,6,101.29,607.74
2025-02-06,Lifestyle,Licensing,8,31.88,255.04
2025-02-06,Lifestyle,Subscriptions,7,66.37,464.59
2025-02-06,Technology,Advertising,8,72.34,578.72
2025-02-06,Technology,Staking,9,68.66,617.94
2025-02-06,Technology,Licensing,8,112.1,896.8
2025-02-06,Technology,Subscriptions,7,32.45,227.15
2025-02-06,Politics & News,Advertising,7,34.99,244.93
2025-02-06,Politics & News,Staking,6,46.75,280.5
2025-02-06,Politics & News,Licensing,9,60.51,544.59
2025-02-06,Politics & News,Subscriptions,6,100.85,605.1
2025-02-07,Publishing,Advertising,7,36.92,258.44
2025-02-07,Publishing,Staking,6,107.82,646.92
2025-02-07,Publishing,Licensing,6,100.57,603.42
2025-02-07,Publishing,Subscriptions,9,105.19,946.71
2025-02-07,Media & Entertainment,Advertising,8,99.29,794.32
2025-02-07,Media & Entertainment,Staking,9,27.42,246.78
2025-02-07,Media & Entertainment,Licensing,7,98.95,692.65
2025-02-07,Media & Entertainment,Subscriptions,8,89.88,719.04
2025-02-07,Knowledge & Utilities,Advertising,7,68.82,481.74
2025-02-07,Knowledge & Utilities,Staking,10,46.66,466.6
2025-02-07,Knowledge & Utilities,Licensing,7,36.39,254.73
2025-02-07,Knowledge & Utilities,Subscriptions,9,110.29,992.61
2025-02-07,Gaming,Advertising,9,75.98,683.82
2025-02-07,Gaming,Staking,8,37.13,297.04
2025-02-07,Gaming,Licensing,8,57.3,458.4
2025-02-07,Gaming,Subscriptions,6,41.61,249.66
2025-02-07,Education,Advertising,8,99.9,799.2
2025-02-07,Education,Staking,10,35.47,354.7
2025-02-07,Education,Licensing,10,29.64,296.4
2025-02-07,Education,Subscriptions,8,108.14,865.12
2025-02-07,Health & Wellness,Advertising,8,100.61,804.88
2025-02-07,Health & Wellness,Staking,6,63.49,380.94
2025-02-07,Health & Wellness,Licensing,7,87.09,609.63
2025-02-07,Health & Wellness,Subscriptions,8,69.61,556.88
2025-02-07,Finance & Business,Advertising,8,69.1,552.8
2025-02-07,Finance & Business,Staking,6,55.58,333.48
2025-02-07,Finance & Business,Licensing,9,58.05,522.45
2025-02-07,Finance & Business,Subscriptions,9,68.06,612.54
2025-02-07,Lifestyle,Advertising,8,42.56,340.48
2025-02-07,Lifestyle,Staking,8,73.4,587.2
2025-02-07,Lifestyle,Licensing,8,58.97,471.76
2025-02-07,Lifestyle,Subscriptions,8,100.57,804.56
2025-02-07,Technology,Advertising,9,32.83,295.47
2025-02-07,Technology,Staking,7,58.62,410.34
2025-02-07,Technology,Licensing,8,108.09,864.72
2025-02-07,Technology,Subscriptions,8,37.39,299.12
2025-02-07,Politics & News,Advertising,6,94.37,566.22
2025-02-07,Politics & News,Staking,8,84.32,674.56
2025-02-07,Politics & News,Licensing,9,68.89,620.01
2025-02-07,Politics & News,Subscriptions,7,59.06,413.42
2025-02-08,Publishing,Advertising,7,41.4,289.8
2025-02-08,Publishing,Staking,9,83.35,750.15
2025-02-08,Publishing,Licensing,7,86.49,605.43
2025-02-08,Publishing,Subscriptions,10,42.73,427.3
2025-02-08,Media & Entertainment,Advertising,7,100.75,705.25
2025-02-08,Media & Entertainment,Staking,10,23.07,230.7
2025-02-08,Media & Entertainment,Licensing,10,80.8,808.0
2025-02-08,Media & Entertainment,Subscriptions,9,53.75,483.75
2025-02-08,Knowledge & Utilities,Advertising,7,37.73,264.11
2025-02-08,Knowledge & Utilities,Staking,9,70.1,630.9
2025-02-08,Knowledge & Utilities,Licensing,9,85.57,770.13
2025-02-08,Knowledge & Utilities,Subscriptions,7,54.74,383.18
2025-02-08,Gaming,Advertising,10,76.46,764.6
2025-02-08,Gaming,Staking,7,112.14,784.98
2025-02-08,Gaming,Licensing,7,74.44,521.08
2025-02-08,Gaming,Subscriptions,8,52.16,417.28
2025-02-08,Education,Advertising,7,36.02,252.14
2025-02-08,Education,Staking,8,33.48,267.84
2025-02-08,Education,Licensing,8,97.09,776.72
2025-02-08,Education,Subscriptions,10,105.55,1055.5
2025-02-08,Health & Wellness,Advertising,7,104.44,731.08
2025-02-08,Health & Wellness,Staking,9,80.66,725.94
2025-02-08,Health & Wellness,Licensing,8,76.05,608.4
2025-02-08,Health & Wellness,Subscriptions,8,108.74,869.92
2025-02-08,Finance & Business,Advertising,7,38.43,269.01
2025-02-08,Finance & Business,Staking,8,108.89,871.12
2025-02-08,Finance & Business,Licensing,9,36.44,327.96
2025-02-08,Finance & Business,Subscriptions,8,79.76,638.08
2025-02-08,Lifestyle,Advertising,6,110.58,663.48
2025-02-08,Lifestyle,Staking,7,92.15,645.05
2025-02-08,Lifestyle,Licensing,7,110.5,773.5
2025-02-08,Lifestyle,Subscriptions,8,73.69,589.52
2025-02-08,Technology,Advertising,6,61.19,367.14
2025-02-08,Technology,Staking,6,69.57,417.42
2025-02-08,Technology,Licensing,6,71.98,431.88
2025-02-08,Technology,Subscriptions,8,69.68,557.44
2025-02-08,Politics & News,Advertising,8,46.9,375.2
2025-02-08,Politics & News,Staking,6,95.5,573.0
2025-02-08,Politics & News,Licensing,10,44.04,440.4
2025-02-08,Politics & News,Subscriptions,6,109.5,657.0
2025-02-09,Publishing,Advertising,8,50.0,400.0
2025-02-09,Publishing,Staking,7,104.33,730.31
2025-02-09,Publishing,Licensing,6,34.94,209.64
2025-02-09,Publishing,Subscriptions,8,28.38,227.04
2025-02-09,Media & Entertainment,Advertising,7,91.02,637.14
2025-02-09,Media & Entertainment,Staking,10,28.91,289.1
2025-02-09,Media & Entertainment,Licensing,6,99.05,594.3
2025-02-09,Media & Entertainment,Subscriptions,8,47.25,378.0
2025-02-09,Knowledge & Utilities,Advertising,9,84.3,758.7
2025-02-09,Knowledge & Utilities,Staking,9,84.74,762.66
2025-02-09,Knowledge & Utilities,Licensing,10,22.89,228.9
2025-02-09,Knowledge & Utilities,Subscriptions,8,39.94,319.52
2025-02-09,Gaming,Advertising,9,57.45,517.05
2025-02-09,Gaming,Staking,9,56.86,511.74
2025-02-09,Gaming,Licensing,8,42.73,341.84
2025-02-09,Gaming,Subscriptions,7,91.55,640.85
2025-02-09,Education,Advertising,8,38.92,311.36
2025-02-09,Education,Staking,9,39.27,353.43
2025-02-09,Education,Licensing,7,32.19,225.33
2025-02-09,Education,Subscriptions,10,96.26,962.6
2025-02-09,Health & Wellness,Advertising,9,58.6,527.4
2025-02-09,Health & Wellness,Staking,9,84.11,756.99
2025-02-09,Health & Wellness,Licensing,7,94.14,658.98
2025-02-09,Health & Wellness,Subscriptions,9,64.97,584.73
2025-02-09,Finance & Business,Advertising,7,95.71,669.97
2025-02-09,Finance & Business,Staking,6,75.58,453.48
2025-02-09,Finance & Business,Licensing,10,54.75,547.5
2025-02-09,Finance & Business,Subscriptions,8,51.85,414.8
2025-02-09,Lifestyle,Advertising,6,94.96,569.76
2025-02-09,Lifestyle,Staking,9,63.06,567.54
2025-02-09,Lifestyle,Licensing,8,108.2,865.6
2025-02-09,Lifestyle,Subscriptions,10,102.78,1027.8
2025-02-09,Technology,Advertising,7,64.96,454.72
2025-02-09,Technology,Staking,10,72.31,723.1
2025-02-09,Technology,Licensing,10,26.65,266.5
2025-02-09,Technology,Subscriptions,6,45.32,271.92
2025-02-09,Politics & News,Advertising,6,110.55,663.3
2025-02-09,Politics & News,Staking,10,112.04,1120.4
2025-02-09,Politics & News,Licensing,7,35.21,246.47
2025-02-09,Politics & News,Subscriptions,6,87.32,523.92
2025-02-10,Publishing,Advertising,7,114.38,800.66
2025-02-10,Publishing,Staking,6,47.66,285.96
2025-02-10,Publishing,Licensing,9,78.3,704.7
2025-02-10,Publishing,Subscriptions,9,38.55,346.95
2025-02-10,Media & Entertainment,Advertising,9,110.08,990.72
2025-02-10,Media & Entertainment,Staking,7,70.77,495.39
2025-02-10,Media & Entertainment,Licensing,8,30.88,247.04
2025-02-10,Media & Entertainment,Subscriptions,7,108.72,761.04
2025-02-10,Knowledge & Utilities,Advertising,9,35.95,323.55
2025-02-10,Knowledge & Utilities,Staking,8,102.18,817.44
2025-02-10,Knowledge & Utilities,Licensing,10,26.85,268.5
2025-02-10,Knowledge & Utilities,Subscriptions,6,69.87,419.22
2025-02-10,Gaming,Advertising,8,40.97,327.76
2025-02-10,Gaming,Staking,8,94.26,754.08
2025-02-10,Gaming,Licensing,8,80.8,646.4
2025-02-10,Gaming,Subscriptions,8,37.74,301.92
2025-02-10,Education,Advertising,7,110.63,774.41
2025-02-10,Education,Staking,10,50.69,506.9
2025-02-10,Education,Licensing,8,80.17,641.36
2025-02-10,Education,Subscriptions,10,65.73,657.3
2025-02-10,Health & Wellness,Advertising,8,83.86,670.88
2025-02-10,Health & Wellness,Staking,9,33.18,298.62
2025-02-10,Health & Wellness,Licensing,10,54.96,549.6
2025-02-10,Health & Wellness,Subscriptions,7,37.25,260.75
2025-02-10,Finance & Business,Advertising,7,69.17,484.19
2025-02-10,Finance & Business,Staking,9,74.37,669.33
2025-02-10,Finance & Business,Licensing,7,90.71,634.97
2025-02-10,Finance & Business,Subscriptions,9,39.67,357.03
2025-02-10,Lifestyle,Advertising,6,53.02,318.12
2025-02-10,Lifestyle,Staking,10,52.73,527.3
2025-02-10,Lifestyle,Licensing,9,54.8,493.2
2025-02-10,Lifestyle,Subscriptions,10,91.23,912.3
2025-02-10,Technology,Advertising,9,73.47,661.23
2025-02-10,Technology,Staking,9,72.76,654.84
2025-02-10,Technology,Licensing,8,62.83,502.64
2025-02-10,Technology,Subscriptions,10,108.2,1082.0
2025-02-10,Politics & News,Advertising,10,39.99,399.9
2025-02-10,Politics & News,Staking,10,86.67,866.7
2025-02-10,Politics & News,Licensing,10,43.63,436.3
2025-02-10,Politics & News,Subscriptions,9,100.73,906.57
2025-02-11,Publishing,Advertising,10,30.13,301.3
2025-02-11,Publishing,Staking,9,107.74,969.66
2025-02-11,Publishing,Licensing,7,88.62,620.34
2025-02-11,Publishing,Subscriptions,9,37.5,337.5
2025-02-11,Media & Entertainment,Advertising,10,24.44,244.4
2025-02-11,Media & Entertainment,Staking,6,114.73,688.38
2025-02-11,Media & Entertainment,Licensing,7,95.08,665.56
2025-02-11,Media & Entertainment,Subscriptions,10,87.28,872.8
2025-02-11,Knowledge & Utilities,Advertising,10,87.0,870.0
2025-02-11,Knowledge & Utilities,Staking,8,105.98,847.84
2025-02-11,Knowledge & Utilities,Licensing,7,62.62,438.34
2025-02-11,Knowledge & Utilities,Subscriptions,10,27.14,271.4
2025-02-11,Gaming,Advertising,8,59.07,472.56
2025-02-11,Gaming,Staking,6,77.54,465.24
2025-02-11,Gaming,Licensing,7,35.28,246.96
2025-02-11,Gaming,Subscriptions,10,108.1,1081.0
2025-02-11,Education,Advertising,7,53.93,377.51
2025-02-11,Education,Staking,10,25.1,251.0
2025-02-11,Education,Licensing,7,23.25,162.75
2025-02-11,Education,Subscriptions,10,44.83,448.3
2025-02-11,Health & Wellness,Advertising,6,99.43,596.58
2025-02-11,Health & Wellness,Staking,8,55.94,447.52
2025-02-11,Health & Wellness,Licensing,8,47.86,382.88
2025-02-11,Health & Wellness,Subscriptions,9,76.34,687.06
2025-02-11,Finance & Business,Advertising,10,55.66,556.6
2025-02-11,Finance & Business,Staking,9,33.55,301.95
2025-02-11,Finance & Business,Licensing,6,112.01,672.06
2025-02-11,Finance & Business,Subscriptions,6,39.82,238.92
2025-02-11,Lifestyle,Advertising,9,61.74,555.66
2025-02-11,Lifestyle,Staking,10,71.81,718.1
2025-02-11,Lifestyle,Licensing,10,47.76,477.6
2025-02-11,Lifestyle,Subscriptions,9,32.17,289.53
2025-02-11,Technology,Advertising,9,43.84,394.56
2025-02-11,Technology,Staking,9,82.17,739.53
2025-02-11,Technology,Licensing,7,82.73,579.11
2025-02-11,Technology,Subscriptions,9,64.29,578.61
2025-02-11,Politics & News,Advertising,10,95.82,958.2
2025-02-11,Politics & News,Staking,9,39.66,356.94
2025-02-11,Politics & News,Licensing,9,73.42,660.78
2025-02-11,Politics & News,Subscriptions,10,88.14,881.4
2025-02-12,Publishing,Advertising,7,61.78,432.46
2025-02-12,Publishing,Staking,11,39.41,433.51
2025-02-12,Publishing,Licensing,8,47.3,378.4
2025-02-12,Publishing,Subscriptions,9,76.09,684.81
2025-02-12,Media & Entertainment,Advertising,10,69.86,698.6
2025-02-12,Media & Entertainment,Staking,6,23.4,140.4
2025-02-12,Media & Entertainment,Licensing,9,32.42,291.78
2025-02-12,Media & Entertainment,Subscriptions,9,51.14,460.26
2025-02-12,Knowledge & Utilities,Advertising,10,78.82,788.2
2025-02-12,Knowledge & Utilities,Staking,7,67.05,469.35
2025-02-12,Knowledge & Utilities,Licensing,10,84.8,848.0
2025-02-12,Knowledge & Utilities,Subscriptions,7,99.38,695.66
2025-02-12,Gaming,Advertising,9,91.33,821.97
2025-02-12,Gaming,Staking,6,81.72,490.32
2025-02-12,Gaming,Licensing,9,109.28,983.52
2025-02-12,Gaming,Subscriptions,7,101.28,708.96
2025-02-12,Education,Advertising,10,41.59,415.9
2025-02-12,Education,Staking,8,87.01,696.08
2025-02-12,Education,Licensing,8,106.18,849.44
2025-02-12,Education,Subscriptions,8,82.07,656.56
2025-02-12,Health & Wellness,Advertising,6,30.27,181.62
2025-02-12,Health & Wellness,Staking,10,29.59,295.9
2025-02-12,Health & Wellness,Licensing,9,48.34,435.06
2025-02-12,Health & Wellness,Subscriptions,10,114.91,1149.1
2025-02-12,Finance & Business,Advertising,11,35.68,392.48
2025-02-12,Finance & Business,Staking,7,47.09,329.63
2025-02-12,Finance & Business,Licensing,9,47.27,425.43
2025-02-12,Finance & Business,Subscriptions,10,37.9,379.0
2025-02-12,Lifestyle,Advertising,10,48.59,485.9
2025-02-12,Lifestyle,Staking,7,37.98,265.86
2025-02-12,Lifestyle,Licensing,8,45.13,361.04
2025-02-12,Lifestyle,Subscriptions,10,31.11,311.1
2025-02-12,Technology,Advertising,10,102.87,1028.7
2025-02-12,Technology,Staking,10,53.32,533.2
2025-02-12,Technology,Licensing,11,101.95,1121.45
2025-02-12,Technology,Subscriptions,8,73.42,587.36
2025-02-12,Politics & News,Advertising,8,110.82,886.56
2025-02-12,Politics & News,Staking,7,67.27,470.89
2025-02-12,Politics & News,Licensing,7,66.74,467.18
2025-02-12,Politics & News,Subscriptions,10,100.59,1005.9
2025-02-13,Publishing,Advertising,11,82.01,902.11
2025-02-13,Publishing,Staking,7,51.43,360.01
2025-02-13,Publishing,Licensing,8,104.98,839.84
2025-02-13,Publishing,Subscriptions,6,112.53,675.18
2025-02-13,Media & Entertainment,Advertising,10,93.84,938.4
2025-02-13,Media & Entertainment,Staking,8,82.47,659.76
2025-02-13,Media & Entertainment,Licensing,10,90.96,909.6
2025-02-13,Media & Entertainment,Subscriptions,9,107.8,970.2
2025-02-13,Knowledge & Utilities,Advertising,10,26.04,260.4
2025-02-13,Knowledge & Utilities,Staking,7,78.78,551.46
2025-02-13,Knowledge & Utilities,Licensing,10,91.21,912.1
2025-02-13,Knowledge & Utilities,Subscriptions,10,80.16,801.6
2025-02-13,Gaming,Advertising,10,71.17,711.7
2025-02-13,Gaming,Staking,7,64.48,451.36
2025-02-13,Gaming,Licensing,11,93.7,1030.7
2025-02-13,Gaming,Subscriptions,9,50.79,457.11
2025-02-13,Education,Advertising,9,65.06,585.54
2025-02-13,Education,Staking,10,60.76,607.6
2025-02-13,Education,Licensing,8,99.64,797.12
2025-02-13,Education,Subscriptions,9,79.36,714.24
2025-02-13,Health & Wellness,Advertising,10,23.48,234.8
2025-02-13,Health & Wellness,Staking,9,57.54,517.86
2025-02-13,Health & Wellness,Licensing,6,95.46,572.76
2025-02-13,Health & Wellness,Subscriptions,9,66.6,599.4
2025-02-13,Finance & Business,Advertising,7,45.0,315.0
2025-02-13,Finance & Business,Staking,8,37.53,300.24
2025-02-13,Finance & Business,Licensing,8,38.96,311.68
2025-02-13,Finance & Business,Subscriptions,10,38.73,387.3
2025-02-13,Lifestyle,Advertising,8,79.88,639.04
2025-02-13,Lifestyle,Staking,10,107.05,1070.5
2025-02-13,Lifestyle,Licensing,8,42.57,340.56
2025-02-13,Lifestyle,Subscriptions,8,24.51,196.08
2025-02-13,Technology,Advertising,8,82.01,656.08
2025-02-13,Technology,Staking,7,44.35,310.45
2025-02-13,Technology,Licensing,7,67.73,474.11
2025-02-13,Technology,Subscriptions,8,25.55,204.4
2025-02-13,Politics & News,Advertising,8,77.25,618.0
2025-02-13,Politics & News,Staking,10,46.87,468.7
2025-02-13,Politics & News,Licensing,10,77.76,777.6
2025-02-13,Politics & News,Subscriptions,8,34.38,275.04
2025-02-14,Publishing,Advertising,9,80.06,720.54
2025-02-14,Publishing,Staking,9,53.6,482.4
2025-02-14,Publishing,Licensing,7,70.02,490.14
2025-02-14,Publishing,Subscriptions,8,50.77,406.16
2025-02-14,Media & Entertainment,Advertising,10,25.82,258.2
2025-02-14,Media & Entertainment,Staking,9,95.13,856.17
2025-02-14,Media & Entertainment,Licensing,10,79.68,796.8
2025-02-14,Media & Entertainment,Subscriptions,6,45.16,270.96
2025-02-14,Knowledge & Utilities,Advertising,9,102.29,920.61
2025-02-14,Knowledge & Utilities,Staking,10,65.74,657.4
2025-02-14,Knowledge & Utilities,Licensing,9,79.35,714.15
2025-02-14,Knowledge & Utilities,Subscriptions,9,84.62,761.58
2025-02-14,Gaming,Advertising,6,78.48,470.88
2025-02-14,Gaming,Staking,10,44.5,445.0
2025-02-14,Gaming,Licensing,7,43.7,305.9
2025-02-14,Gaming,Subscriptions,10,47.78,477.8
2025-02-14,Education,Advertising,8,104.43,835.44
2025-02-14,Education,Staking,7,83.55,584.85
2025-02-14,Education,Licensing,9,104.95,944.55
2025-02-14,Education,Subscriptions,8,95.19,761.52
2025-02-14,Health & Wellness,Advertising,9,29.92,269.28
2025-02-14,Health & Wellness,Staking,7,32.14,224.98
2025-02-14,Health & Wellness,Licensing,7,59.71,417.97
2025-02-14,Health & Wellness,Subscriptions,8,41.41,331.28
2025-02-14,Finance & Business,Advertising,10,51.59,515.9
2025-02-14,Finance & Business,Staking,9,72.66,653.94
2025-02-14,Finance & Business,Licensing,10,23.56,235.6
2025-02-14,Finance & Business,Subscriptions,8,36.49,291.92
2025-02-14,Lifestyle,Advertising,9,75.09,675.81
2025-02-14,Lifestyle,Staking,10,34.44,344.4
2025-02-14,Lifestyle,Licensing,9,116.04,1044.36
2025-02-14,Lifestyle,Subscriptions,11,72.6,798.6
2025-02-14,Technology,Advertising,7,39.49,276.43
2025-02-14,Technology,Staking,11,88.39,972.29
2025-02-14,Technology,Licensing,9,44.48,400.32
2025-02-14,Technology,Subscriptions,10,33.49,334.9
2025-02-14,Politics & News,Advertising,10,68.73,687.3
2025-02-14,Politics & News,Staking,10,44.21,442.1
2025-02-14,Politics & News,Licensing,10,64.57,645.7
2025-02-14,Politics & News,Subscriptions,11,72.02,792.22
2025-02-15,Publishing,Advertising,8,62.27,498.16
2025-02-15,Publishing,Staking,7,95.56,668.92
2025-02-15,Publishing,Licensing,9,60.02,540.18
2025-02-15,Publishing,Subscriptions,11,79.93,879.23
2025-02-15,Media & Entertainment,Advertising,8,40.66,325.28
2025-02-15,Media & Entertainment,Staking,11,72.31,795.41
2025-02-15,Media & Entertainment,Licensing,7,68.68,480.76
2025-02-15,Media & Entertainment,Subscriptions,9,82.59,743.31
2025-02-15,Knowledge & Utilities,Advertising,6,64.68,388.08
2025-02-15,Knowledge & Utilities,Staking,10,83.92,839.2
2025-02-15,Knowledge & Utilities,Licensing,8,69.86,558.88
2025-02-15,Knowledge & Utilities,Subscriptions,9,37.61,338.49
2025-02-15,Gaming,Advertising,11,73.76,811.36
2025-02-15,Gaming,Staking,9,27.95,251.55
2025-02-15,Gaming,Licensing,6,89.51,537.06
2025-02-15,Gaming,Subscriptions,11,90.05,990.55
2025-02-15,Education,Advertising,10,46.36,463.6
2025-02-15,Education,Staking,11,69.84,768.24
2025-02-15,Education,Licensing,7,28.0,196.0
2025-02-15,Education,Subscriptions,6,57.45,344.7
2025-02-15,Health & Wellness,Advertising,9,89.4,804.6
2025-02-15,Health & Wellness,Staking,10,82.15,821.5
2025-02-15,Health & Wellness,Licensing,11,73.24,805.64
2025-02-15,Health & Wellness,Subscriptions,10,67.48,674.8
2025-02-15,Finance & Business,Advertising,7,100.16,701.12
2025-02-15,Finance & Business,Staking,11,83.55,919.05
