Asset_ID;Category;Monetization;Start_Date;Rev_2025-01-12;Rev_2025-01-13;Rev_2025-01-14;Rev_2025-01-15;Rev_2025-01-16;Rev_2025-01-17;Rev_2025-01-18;Rev_2025-01-19;Rev_2025-01-20;Rev_2025-01-21;Rev_2025-01-22;Rev_2025-01-23;Rev_2025-01-24;Rev_2025-01-25;Rev_2025-01-26;Rev_2025-01-27;Rev_2025-01-28;Rev_2025-01-29;Rev_2025-01-30;Rev_2025-01-31;Rev_2025-02-01;Rev_2025-02-02;Rev_2025-02-03;Rev_2025-02-04;Rev_2025-02-05;Rev_2025-02-06;Rev_2025-02-07;Rev_2025-02-08;Rev_2025-02-09;Rev_2025-02-10;Rev_2025-02-11;Rev_2025-02-12;Rev_2025-02-13;Rev_2025-02-14;Rev_2025-02-15;Rev_2025-02-16;Rev_2025-02-17;Rev_2025-02-18;Rev_2025-02-19;Rev_2025-02-20;Rev_2025-02-21;Rev_2025-02-22;Rev_2025-02-23;Rev_2025-02-24;Rev_2025-02-25;Rev_2025-02-26;Rev_2025-02-27;Rev_2025-02-28;Rev_2025-03-01;Rev_2025-03-02;Rev_2025-03-03;Rev_2025-03-04;Rev_2025-03-05;Rev_2025-03-06;Rev_2025-03-07;Rev_2025-03-08;Rev_2025-03-09;Rev_2025-03-10;Rev_2025-03-11;Rev_2025-03-12;Rev_2025-03-13;Rev_2025-03-14;Rev_2025-03-15;Rev_2025-03-16;Rev_2025-03-17;Rev_2025-03-18;Rev_2025-03-19;Rev_2025-03-20;Rev_2025-03-21;Rev_2025-03-22;Rev_2025-03-23;Rev_2025-03-24;Rev_2025-03-25;Rev_2025-03-26;Rev_2025-03-27;Rev_2025-03-28;Rev_2025-03-29;Rev_2025-03-30;Rev_2025-03-31;Rev_2025-04-01;Rev_2025-04-02;Rev_2025-04-03;Rev_2025-04-04;Rev_2025-04-05;Rev_2025-04-06;Rev_2025-04-07;Rev_2025-04-08;Rev_2025-04-09;Rev_2025-04-10;Rev_2025-04-11
IP-0170;Media & Entertainment;Subscriptions;15.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73
IP-0170;Media & Entertainment;Licensing;15.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98;2,98
IP-0171;Publishing;Advertising;15.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93;1,93
IP-0171;Publishing;Subscriptions;15.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54;1,54
IP-0172;Technology;Staking;15.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71;2,71
IP-0173;Media & Entertainment;Staking;15.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37;3,37
IP-0173;Media & Entertainment;Licensing;15.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13;2,13
IP-0174;Gaming;Subscriptions;15.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8
IP-0175;Media & Entertainment;Subscriptions;15.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71;3,71
IP-0176;Finance & Business;Subscriptions;16.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99;4,99
IP-0177;Knowledge & Utilities;Subscriptions;16.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12;3,12
IP-0178;Gaming;Licensing;16.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26
IP-0179;Politics & News;Licensing;16.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17;4,17
IP-0180;Lifestyle;Advertising;16.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58;1,58
IP-0181;Media & Entertainment;Licensing;16.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3;3,3
IP-0182;Knowledge & Utilities;Advertising;16.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7;2,7
IP-0183;Media & Entertainment;Staking;16.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54;4,54
IP-0183;Media & Entertainment;Licensing;16.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15;3,15
IP-0184;Politics & News;Licensing;16.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73;4,73
IP-0185;Gaming;Licensing;17.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05;1,05
IP-0185;Gaming;Staking;17.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8;2,8
IP-0186;Gaming;Staking;17.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58;2,58
IP-0187;Publishing;Licensing;17.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4;1,4
IP-0188;Lifestyle;Advertising;17.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1
IP-0188;Lifestyle;Licensing;17.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1;4,1
IP-0189;Media & Entertainment;Staking;17.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53;3,53
IP-0190;Gaming;Licensing;17.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84;4,84
IP-0190;Gaming;Subscriptions;17.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81;2,81
IP-0191;Media & Entertainment;Advertising;17.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8;1,8
IP-0191;Media & Entertainment;Subscriptions;17.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47;1,47
IP-0192;Knowledge & Utilities;Advertising;17.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89
IP-0192;Knowledge & Utilities;Subscriptions;17.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89;1,89
IP-0193;Education;Licensing;17.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66;4,66
IP-0193;Education;Staking;17.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27;3,27
IP-0194;Education;Advertising;18.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2;2,2
IP-0194;Education;Subscriptions;18.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56;2,56
IP-0195;Technology;Advertising;18.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19;2,19
IP-0195;Technology;Licensing;18.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1;1,1
IP-0196;Gaming;Subscriptions;18.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85;1,85
IP-0196;Gaming;Staking;18.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26;1,26
IP-0197;Lifestyle;Subscriptions;18.02.25;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97;1,97
